user_name,place_id,place_name,rating,review_text,review_time
R A H U L K U M A R,ChIJKav0Do8pBDsRONXe_wPVWg4,Thirumalai Murugan Temple,5,"• “A very peaceful and divine place. The atmosphere gives positive energy and calmness to the mind.”
• “Thirumalai Murugan Kovil is spiritually uplifting. A must-visit for Murugan devotees.”
🌄 Scenic & Serene
• “Beautiful temple located in a serene environment. The view and calmness are amazing.”
• “The surroundings are clean and quiet, perfect for meditation and prayer.”",3 months ago
Divya Premsankar,ChIJKav0Do8pBDsRONXe_wPVWg4,Thirumalai Murugan Temple,5,"Perched quietly in the lush folds of the Western Ghats, the Thirumalai Murugan Temple—popularly called Thirumalai Kovil—offers a beautiful blend of devotion, nature, and legend. Overlooking the village of Panpoli near Sengottai in Tamil Nadu’s Tenkasi district, this hill temple feels less like a tourist spot and more like a timeless spiritual retreat suspended between earth and sky.

The journey to the shrine itself is an experience to cherish. Devotees either take on the enriching climb of over 600 steps or choose the scenic motorable road that winds gently up the hill. At around 400 meters above sea level, the views slowly unfold into misty greens, making the ascent as meditative as the darshan itself.

At the heart of the temple stands Lord Murugan, worshipped here as Thirumalai Kumaraswamy. The deity is seen in a majestic standing posture with four hands, radiating strength and protection. Alongside Murugan, the presence of Thirumalai Kali Amman adds a powerful Shakti element to the sacred complex, balancing energy and grace.

The temple’s origins are steeped in divine legend. It is believed that the Lord revealed Himself in a dream to a priest, leading to the discovery of the idol and the eventual consecration of the temple under the patronage of the Pandalam ruler of Kerala. Though its present structure dates back to around the 15th century, the hill itself has far older roots—it is even mentioned in the ancient Tamil epic Silappatikaram as “Neduvelkundram,” highlighting its long-standing spiritual importance.

One of the most enchanting features of this hill shrine is the sacred water body known as Ashta Padmakulam or Poonjunai, said to have been formed by Sage Agasthiyar. Adding to the mysticism, the hill is believed to resemble the sacred syllable “OM,” reinforcing its status as a powerful center of divine vibration.

Thirumalai Murugan Temple is not just a place of worship—it is a serene sanctuary where mythology, nature, and faith merge effortlessly. Whether you come seeking blessings, inner peace, or a quiet moment amid mountains and mist, this sacred hill leaves you with a deep sense of calm and devotion long after you descend.",4 months ago
Pranav Mohan Das,ChIJWf8oCTHWBTsRPiZtpzQjC0Q,Pallamvetty Saddle Dam,5,"Coracle (കുട്ടവഞ്ചി) & Boat Savari Point (Thenmala)
Tickets for Coracle and Boat Savari can be taken from this spot. From here, you can enjoy a clear view of the other side of the Thenmala Dam, which adds to the charm of the place.
It’s a really beautiful and peaceful spot, perfect for relaxing and enjoying nature. The best part is that there is no entry fee, making it a great place to visit with family or friends.",3 months ago
Shaiju Nazeer,ChIJWf8oCTHWBTsRPiZtpzQjC0Q,Pallamvetty Saddle Dam,3,"I stopped at this place on my way to Thenmala Dam.
You can have boating 🛶 here (cost included), and there is no entrance fee.
For a brief respite throughout your travel, simply pause here, see the saddle dam, and take in the beauty of the reservoir.
You can visit, but it's not a well-known tourist destination. Take caution around monkeys.
Parking available for every type of vehicles.",8 months ago
Vijith Uzhamalakkal,ChIJWf8oCTHWBTsRPiZtpzQjC0Q,Pallamvetty Saddle Dam,5,"Pallamvetty Saddle Dam is part of the larger Thenmala Dam project, located in Kerala’s Kollam district. It's a scenic spot, offering visitors stunning views of the surrounding hills and the reservoir. The dam is a popular destination for those exploring Thenmala, particularly as it serves as a boating point for eco-tourism activities. The peaceful environment and the opportunity to enjoy water-based activities make this an excellent stop for nature lovers and photographers.",a year ago
Navin Natarajan,ChIJWf8oCTHWBTsRPiZtpzQjC0Q,Pallamvetty Saddle Dam,4,"Good spot for a picnic, if you are a nature lover",4 months ago
Muhammed Shah,ChIJWf8oCTHWBTsRPiZtpzQjC0Q,Pallamvetty Saddle Dam,5,"Very nice place for a one day tour, calm and peaceful place as it is a reserved area, a part of thenmala dam. Boating available with affordable prices.
(Kutta vanchi& boats)",a year ago
Sheela V,ChIJ695M_corBDsRnPDPpXIaNdY,Shenbaga Devi Waterfalls,5,"It is a beautiful place but it takes a while to go there but worth the trek. You cannot take bath as it is used for drinking water in nearby places like lanji vallam and court aalam and the temple. If you are lucky while booking there will be an option called extend to then aruvi which is the same rivers waterfalls 1km above shenbaga devi. But you can't take bath there and that is the most dangerous waterfalls in tamilnadu as there is alot of current,bees and it is in a deep pool so if you try to get into the falls it will drown you. The shenbaga waterfalls and then aruvi falls are both closed because of deaths as people got stuck in the cracks in the rocks and drowned. I was lucky as they let me enter until  shin level . The water was very nice. The temple relies on the water and it's a good place and a pilgrimage site during pauromi.if you go the days after paurmoni you can get prasad
10/10 would recommend",5 months ago
Vijaya KS,ChIJ695M_corBDsRnPDPpXIaNdY,Shenbaga Devi Waterfalls,5,"Not permitted to take bath or for any other activities because it is used for drinking purpose. But you can see fantastic view. There is Shenbagadevi amman temple. On Fridays public can visit the temple. On other days we have to book tickets through forest department. Cost of ticket Rs.700/- per person. One escort is accompanying and guided us. It took nearly one hour to cover two kilometres. The place to be seen . Friendly forest department staff. There are 08.00 am, ,10.00 am and 12 am slot. Poojari will be available in the morning. Excellent experience.",3 months ago
Senthil Murugan,ChIJ695M_corBDsRnPDPpXIaNdY,Shenbaga Devi Waterfalls,4,"Water falls entrance  starts from forest guest house between fivefalls and breeze resort. Its a small trek for regular trekkers. Hardly 45mts u will reach there. Even beofre u started to sweat u will reach the place. Shenbadevi temple near to falls. Its a good calm place, enjoyed the waterfalls and had great darshan in temple. No bathing allowed in water falls and near by areas",a year ago
Sorna R Shankar,ChIJ695M_corBDsRnPDPpXIaNdY,Shenbaga Devi Waterfalls,5,"We have trekked to the Shenbaga Devi waterfalls booking through TrekTamilnadu website. It was a paid trek guided by Tamilnadu Forest Dept. Guides. The whole trek was an amazing experience.
It’s a 2+2=4 km trek, where we climbed through the laid steps and rocks with the water flowing along-side from every possible passage. The sounds of the chirping birds and the flowing water was so soothing throughout the journey. The water was so clear and tasted so fresh and pure, Bliss!
Lush green denser trees canopied the entire path. The air had the scent of Mother Nature and that breezed around its chill embrace. A serenity was set on my mind, that expanded my heart to fall in love with the very moment.
Eventually, we had reached the Shenbaga Devi Temple, paid a brief salutation to the Devi from outside, as the temple was closed at that time.
As we walked forward, behind the temple stood the majestic beauty of the Shenbaga Devi waterfall. The view was so stunning 🤩. I had kept my eyes glued to the flowing water for nearly a minute. It’s pure bliss!! ♥️ The sound of the water, as it flows down the rocky hill, was lovely. We sat on a bed rock watching the white flowing beauty 🤍. Mesmerising!!

Then, we clicked some good pics and started back. A wonderful experience!",a year ago
Adaikal,ChIJ695M_corBDsRnPDPpXIaNdY,Shenbaga Devi Waterfalls,5,"Its a great experience, as we can trek to the top of the main falls. We cannot directly go here. We need to book trek through TrekTamilnadu website run by Tamilandu government, They will provide us with two guides and also offer snacks.",a year ago
Sreehari v bhoopesh,ChIJ1WAtoyzvBTsR_KDWpC-b72Q,Sivagiri Mutt,5,"If you are looking for a place to find true inner peace, Sivagiri Mutt is a destination you must visit at least once. It is a very nice place with a serene environment that feels incredibly calm and refreshing. The entire premises are maintained with high standards of cleanliness, which adds to the overall positive energy of the site.
The most unique and beautiful feature of the Mutt is the abundance of wisdom quotes written and hanging in almost every corner. You should definitely take the time to read them; they offer profound life lessons and provide a very peaceful mind. Varkala is famous because of this sacred Mutt, which serves as the final resting place of the great social reformer Sree Narayana Guru.
Practicality is also a plus here, as there is lots of parking space available, making it very convenient for families and pilgrims traveling by car. Whether you are coming for a spiritual pilgrimage or just a quiet break from the hustle and bustle of the beach, Sivagiri Mutt offers a soulful experience that stays with you long after you leave.",3 months ago
Prasanth T Yadav,ChIJ1WAtoyzvBTsR_KDWpC-b72Q,Sivagiri Mutt,5,"Sivagiri Mutt is a serene and spiritually inspiring destination. The premises are tidy, tranquil, and ideal for moments of reflection. The memorial of Sree Narayana Guru is well-kept, and the ambience feels truly divine. There is sufficient parking and the overall facilities are good. A highly recommended spot in Varkala for those interested in heritage, culture, and spiritual experiences.",5 months ago
Sarath Sasi,ChIJ1WAtoyzvBTsR_KDWpC-b72Q,Sivagiri Mutt,5,"Every corner radiates tranquility, with clean pathways and an inclusive vibe that rejuvenates the soul. This place will leave you refreshed and deeply at peace. A must-visit gem in Varkala.",3 months ago
Unnikrishnan,ChIJ1WAtoyzvBTsR_KDWpC-b72Q,Sivagiri Mutt,5,"The land of gurudevan..devine atmosphere and feel like something special
A must visit place in kerala",a month ago
